Price,Adj Close,Close,High,Low,Open,Volume,20_SMA,50_SMA,ATR,ADX,Regime
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,
Date,,,,,,,,,,,
2024-02-02,21853.80078125,21853.80078125,22126.80078125,21805.55078125,21812.75,442800,21647.80234375,21210.2459375,265.53920200892856,15.48884968090476,Ranging
2024-02-05,21771.69921875,21771.69921875,21964.30078125,21726.94921875,21921.05078125,440800,21653.45732421875,21250.0119140625,267.271484375,12.56755195708004,Ranging
2024-02-06,21929.400390625,21929.400390625,21951.400390625,21737.55078125,21825.19921875,371000,21664.3873046875,21292.3629296875,271.68931361607144,9.604552397014542,Ranging
2024-02-07,21930.5,21930.5,22053.30078125,21860.150390625,22045.05078125,346300,21685.2623046875,21334.9329296875,274.46079799107144,6.687500472377474,Ranging
2024-02-08,21717.94921875,21717.94921875,22011.05078125,21665.30078125,22009.650390625,491100,21693.91728515625,21373.3979296875,277.65359933035717,6.26742276568502,Ranging
2024-02-09,21782.5,21782.5,21804.44921875,21629.900390625,21727.0,349200,21702.10732421875,21411.2539453125,271.9892578125,7.513412904207221,Ranging
2024-02-12,21616.05078125,21616.05078125,21831.69921875,21574.75,21800.80078125,287400,21700.54990234375,21441.64296875,283.5142299107143,7.860566972846486,Ranging
2024-02-13,21743.25,21743.25,21766.80078125,21543.349609375,21664.30078125,365800,21692.98486328125,21473.8449609375,259.64285714285717,9.103540629772978,Ranging
2024-02-14,21840.05078125,21840.05078125,21870.849609375,21530.19921875,21578.150390625,359100,21680.11494140625,21505.28796875,259.32142857142856,11.03408281604507,Ranging
2024-02-15,21910.75,21910.75,21953.849609375,21794.80078125,21906.55078125,345400,21674.03740234375,21529.766953125,255.54282924107142,13.615635541067045,Ranging
2024-02-16,22040.69921875,22040.69921875,22068.650390625,21968.94921875,22020.30078125,343900,21697.47490234375,21553.4789453125,238.83217075892858,16.125653743843625,Ranging
2024-02-19,22122.25,22122.25,22186.650390625,22021.05078125,22103.44921875,0,21730.47490234375,21577.1699609375,228.42857142857142,18.3509916116114,Ranging
2024-02-20,22196.94921875,22196.94921875,22215.599609375,22045.849609375,22099.19921875,295700,21759.20234375,21603.0859375,219.66071428571428,21.381522448655833,Ranging
2024-02-21,22055.05078125,22055.05078125,22249.400390625,21997.94921875,22248.849609375,364500,21800.01484375,21624.7989453125,225.1787109375,22.77705488683441,Ranging
2024-02-22,22217.44921875,22217.44921875,22252.5,21875.25,22081.55078125,343500,21838.18984375,21649.2059375,229.1787109375,22.86398489177305,Ranging
